Date,Close/Last,Volume,Open,High,Low
09/02/2020,$484.255,990,$486.85,$486.85,$476.5
09/01/2020,$471.455,453,$469,$477.9,$469
08/31/2020,$472,1604,$473,$475.5,$469
08/28/2020,$469.15,404,$475.55,$475.55,$469.11
08/27/2020,$474.91,997,$477.5,$482.7,$468.95
08/26/2020,$476.705,892,$475,$478,$472.48
08/25/2020,$472.48,617,$471,$473.71,$466.95
08/24/2020,$463.435,1207,$463.69,$466,$460.96
08/21/2020,$457.18,630,$448.75,$457.56,$448.75
08/20/2020,$453.04,889,$454,$458,$448.95
08/19/2020,$459.96,522,$462.95,$462.95,$457.04
08/18/2020,$462.3,551,$466.56,$466.56,$456.3
08/17/2020,$458.35,3855,$461.36,$464.1,$457
08/14/2020,$458,276,$459.2,$460.5,$453.6
08/13/2020,$461.025,185,$461.35,$466.46,$460.84
08/12/2020,$460.04,1270,$460.35,$463.1,$455.75
08/11/2020,$444.54,613,$451,$455.46,$444.54
08/10/2020,$437.04,623,$442,$442,$435
08/07/2020,$442.46,534,$441,$443.7,$438
08/06/2020,$449.67,447,$444.6,$449.71,$438.85
08/05/2020,$447.25,1527,$447.25,$449.4,$443.5
08/04/2020,$440,226,$435.85,$441.55,$430.6
08/03/2020,$440.96,724,$435.3,$441.6,$435
07/31/2020,$430,837,$441.75,$441.75,$428.04
07/30/2020,$448,1533,$444,$450.01,$436.33
07/29/2020,$457.8,1319,$455,$458.06,$453.04
07/28/2020,$450.2,485,$450,$456.47,$450
07/27/2020,$455,1252,$466,$477,$451.04
07/24/2020,$465.95,680,$466.05,$466.05,$459.59
07/23/2020,$469.26,1110,$467,$469.3,$462.04
07/22/2020,$472.06,197,$471.76,$472.58,$466.65
07/21/2020,$473.67,1650,$473.8,$473.8,$469.49
07/20/2020,$474,382,$466.3,$474.21,$466.3
07/17/2020,$465.94,841,$470.8,$470.95,$465.9
07/16/2020,$464.8,265,$469.75,$470.22,$464.8
07/15/2020,$466.21,920,$473,$476.6,$466.21
07/14/2020,$463,593,$454.2,$464,$454.2
07/13/2020,$455.39,1458,$459.32,$465,$455.39
07/10/2020,$455.35,487,$452.2,$455.35,$449.34
07/09/2020,$457,699,$456.5,$458.75,$449.72
07/08/2020,$456,680,$454.76,$456,$450
07/07/2020,$452.19,665,$452.225,$456.29,$452.19
07/06/2020,$454.55,2573,$452.6,$457.9,$452.2
07/02/2020,$449.25,1062,$449.1,$456.39,$448.32
07/01/2020,$440.75,372,$440,$444.86,$435.2
06/30/2020,$441,2292,$434.1,$441,$434.1
06/29/2020,$438.275,344,$433.75,$440.99,$432.32
06/26/2020,$433.875,1103,$438.05,$441.96,$431.75
06/25/2020,$436,445,$430.075,$436,$428.15
06/24/2020,$434.21,979,$432.1,$436.66,$425.84
06/23/2020,$440,892,$438.65,$446,$438.65
06/22/2020,$425.1,1110,$425,$429.6,$422.05
06/19/2020,$420.04,804,$435.85,$435.85,$420
06/18/2020,$421.14,276,$424.1,$426.9,$420
06/17/2020,$428.16,184,$422.85,$428.2,$422.65
06/16/2020,$424,1323,$428,$428.2,$417
06/15/2020,$428.99,893,$413.7,$429.03,$413.7
06/12/2020,$420.9,7223,$434.075,$437.1,$420.9
06/11/2020,$417,2372,$433.7,$439.76,$416.49
06/10/2020,$451.14,924,$451.05,$455.96,$450.94
06/09/2020,$449.96,728,$447.6,$453.65,$446.8
06/08/2020,$447.75,2415,$451.65,$454.4,$445.98
06/05/2020,$456,3911,$455,$458.5,$451.66
06/04/2020,$440,816,$435.31,$443.49,$435.31
06/03/2020,$444.31,1329,$435,$449.99,$432.76
06/02/2020,$432.76,785,$425.65,$432.76,$425.65
06/01/2020,$427.36,653,$419.55,$427.4,$419.55
05/29/2020,$418.56,1532,$424.5,$424.5,$414.82
05/28/2020,$425.2,1306,$416.5,$430,$415
05/27/2020,$411,5585,$415,$415,$407
05/26/2020,$403,984,$399.5,$404.5,$391
05/22/2020,$389.96,1093,$390,$390.83,$386.2
05/21/2020,$393.6,307,$398,$398,$393
05/20/2020,$398,1393,$394.625,$398.82,$391.6
05/19/2020,$388.7,1200,$388.88,$393.5,$387.51
05/18/2020,$384,2890,$371.925,$385,$369
05/15/2020,$357.2,1660,$355.5,$365,$355
05/14/2020,$359.9,2096,$355.9,$360.16,$350
05/13/2020,$362,3564,$369,$373,$356.53
05/12/2020,$375,1042,$384,$384,$375
05/11/2020,$384,499,$387.1,$387.1,$375
05/08/2020,$384,2121,$380,$384.52,$380
05/07/2020,$370.25,2578,$376.95,$380,$370
05/06/2020,$384,2040,$366,$384.99,$362
05/05/2020,$376,1203,$370.94,$376,$368
05/04/2020,$373.51,2992,$367.75,$373.51,$364.67
05/01/2020,$385.2,1264,$389.95,$389.95,$378
04/30/2020,$392.5,2233,$390.64,$392.5,$382.65
04/29/2020,$392.59,1955,$386.86,$392.59,$386.81
04/28/2020,$382.55,6308,$389.99,$390.99,$382.55
04/27/2020,$385,399,$375.32,$385,$375
04/24/2020,$375.31,2523,$375,$380,$368.5
04/23/2020,$388.86,2358,$374.89,$390.11,$370.04
04/22/2020,$382.74,1008,$384.02,$395,$380.47
04/21/2020,$377.04,1900,$381.45,$390,$376.04
04/20/2020,$395,3497,$388.59,$395,$385.48
04/17/2020,$392.11,2355,$388.56,$395,$387.86
04/16/2020,$377.32,12679,$376.84,$381.64,$369.04
04/15/2020,$371.02,1183,$372.12,$393.2,$369
04/14/2020,$392,2236,$384.78,$394.99,$383
04/13/2020,$377.93,1127,$389.9,$389.9,$375.76
04/09/2020,$380,5632,$378.44,$385,$376.04
04/08/2020,$375,3077,$373.958,$376.27,$369.69
04/07/2020,$372.04,1591,$383.375,$390,$371.5
04/06/2020,$374.82,4497,$370.72,$374.82,$366.54
04/03/2020,$364,5637,$365.1,$365.1,$347.24
04/02/2020,$351.75,1100,$350,$364.6,$345.0001
04/01/2020,$357.39,12771,$351.22,$357.39,$350
03/31/2020,$373.9,1927,$380,$392.15,$366.6
03/30/2020,$390,7800,$373,$390,$368.6
03/27/2020,$395.9,1833,$374.78,$395.9,$371
03/26/2020,$395.92,4210,$381.25,$408,$381.25
03/25/2020,$401.85,1500,$374.73,$403.26,$366.63
03/24/2020,$360.05,6835,$363.02,$396,$356
03/23/2020,$330,7547,$323.5,$342.8,$323.5
03/20/2020,$320,7175,$339.845,$340.65,$320
03/19/2020,$309.15,2579,$307.08,$318.89,$305.37
03/18/2020,$305.0401,6098,$309.77,$328.46,$301.16
03/17/2020,$348.78,1042,$342.11,$359,$335
03/16/2020,$327,2129,$340.9,$344,$304.3
03/13/2020,$367,7234,$368.99,$368.99,$343.5
03/12/2020,$337,5013,$343.3,$354.56,$324.5
03/11/2020,$369.5,4855,$379.38,$381.3812,$360.92
03/10/2020,$388.04,2968,$398.01,$398.01,$378
03/09/2020,$377.14,2837,$377.275,$393.43,$373.55
03/06/2020,$409.95,4274,$409.56,$410.7,$401
03/05/2020,$415.91,5034,$420.65,$422.1512,$411
03/04/2020,$435,945,$423.9,$435,$423.9
03/03/2020,$415,7450,$428.43,$434.68,$410
03/02/2020,$424.36,1245,$415.49,$424.36,$413.4
02/28/2020,$413.5,6411,$398.73,$418.93,$395.77
02/27/2020,$398.51,7179,$400.6,$413.84,$398.51
02/26/2020,$420,1308,$416.45,$420,$410.5
02/25/2020,$405.04,2384,$417.725,$420.25,$405
02/24/2020,$418,3591,$418.2,$422.81,$415.5
02/21/2020,$439.75,680,$443.2,$443.2,$438.04
02/20/2020,$445.86,680,$445.45,$447.01,$443.89
02/19/2020,$453.96,498,$449.15,$453.96,$447
02/18/2020,$444.66,1414,$441.9,$444.66,$439.95
02/14/2020,$449,375,$452.55,$454.4,$449
02/13/2020,$457.43,322,$457.53,$459.81,$453.31
02/12/2020,$461,879,$458.91,$463.5,$458.91
02/11/2020,$449.15,820,$448.3,$452.2115,$448.3
02/10/2020,$450.5,1273,$450.45,$453.05,$448.5
02/07/2020,$453,590,$450.4,$455.15,$448.31
02/06/2020,$460.03,423,$460.05,$461,$456.35
02/05/2020,$458,580,$457,$458.8,$454.45
02/04/2020,$454.54,2443,$449.075,$454.75,$448.2
02/03/2020,$436.2,1154,$438.45,$441.1,$436.2
01/31/2020,$435,1505,$437,$441.14,$435
01/30/2020,$446.2,1297,$440.4,$446.2,$439
01/29/2020,$449.03,549,$450,$452.29,$447
01/28/2020,$446,1390,$445.95,$454.95,$442
01/27/2020,$443.15,1853,$440.7,$445.8,$439.25
01/24/2020,$455.4625,1879,$460.75,$460.75,$455
01/23/2020,$464.36,1453,$461,$464.36,$454.21
01/22/2020,$470,3833,$472.8,$472.95,$468.04
01/21/2020,$473.2,1870,$468.22,$475.38,$466.49
01/17/2020,$486.5,2016,$482.25,$488.96,$482.25
01/16/2020,$484,791,$480.55,$484,$478.45
01/15/2020,$478.54,1365,$479,$483.21,$478.04
01/14/2020,$478.75,887,$478.36,$481.7084,$477.5
01/13/2020,$477.3,696,$472.55,$478.55,$472.24
